STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,ROBBERY,THEFT,TOTAL IPC CRIMES
MADHYA PRADESH,PANNA,2007,34,26,12,20,77,1795
MADHYA PRADESH,RAISEN,2007,45,75,12,20,241,3699
MADHYA PRADESH,RAJGARH,2007,25,100,22,45,402,5367
MADHYA PRADESH,RATLAM,2007,35,85,14,34,355,3781
MADHYA PRADESH,REWA,2007,40,66,25,56,461,4689
MADHYA PRADESH,SAGAR,2007,80,115,32,50,557,8194
MADHYA PRADESH,SATNA,2007,90,84,27,61,497,5252
MADHYA PRADESH,SEONI,2007,40,51,7,4,148,2576
MADHYA PRADESH,SHAHDOL,2007,29,50,8,29,166,2558
MADHYA PRADESH,SHAJAPUR,2007,35,67,15,68,460,3780
MADHYA PRADESH,SHEOPUR,2007,19,13,6,11,81,1192
MADHYA PRADESH,SHIVPURI,2007,64,91,29,52,312,4178
MADHYA PRADESH,SIDHI,2007,61,82,44,31,307,4604
MADHYA PRADESH,SIHORE,2007,35,56,17,14,317,3160
MADHYA PRADESH,TIKAMGARH,2007,56,63,18,35,207,3512
MADHYA PRADESH,UJJAIN,2007,70,79,33,123,970,7752
MADHYA PRADESH,UMARIYA,2007,13,37,2,6,81,1186
MADHYA PRADESH,VIDISHA,2007,48,100,22,22,394,4286
MADHYA PRADESH,TOTAL,2007,2244,3010,922,1975,22396,202386
MAHARASHTRA,AHMEDNAGAR,2007,99,55,37,107,1344,6753
MAHARASHTRA,AKOLA,2007,38,22,17,55,898,4067
MAHARASHTRA,AMRAVATI COMMR.,2007,30,7,18,45,691,2643
MAHARASHTRA,AMRAVATI RURAL,2007,51,58,26,26,761,3692
MAHARASHTRA,AURANGABAD COMMR.,2007,37,18,29,67,762,3155
MAHARASHTRA,AURANGABAD RURAL,2007,57,14,15,45,376,3032
MAHARASHTRA,BEED,2007,69,23,48,88,645,4466
MAHARASHTRA,BHANDARA,2007,30,19,7,18,547,2554
MAHARASHTRA,BULDHANA,2007,56,39,22,28,633,3780
MAHARASHTRA,CHANDRAPUR,2007,59,35,25,34,815,4148
MAHARASHTRA,DHULE,2007,49,15,5,24,397,2681
MAHARASHTRA,GADCHIROLI,2007,53,11,8,7,162,1282
MAHARASHTRA,GONDIA,2007,34,32,13,22,314,1937
MAHARASHTRA,HINGOLI,2007,29,9,8,24,167,1597
MAHARASHTRA,JALGAON,2007,94,52,27,49,667,4599
MAHARASHTRA,JALNA,2007,52,17,17,36,361,2584
MAHARASHTRA,KOLHAPUR,2007,65,30,16,35,766,3989
MAHARASHTRA,LATUR,2007,73,17,26,53,452,3837
MAHARASHTRA,MUMBAI COMMR.,2007,230,174,179,265,11670,30481
MAHARASHTRA,MUMBAI RLY.,2007,4,1,1,39,1721,1966
MAHARASHTRA,NAGPUR COMMR.,2007,73,50,66,357,2354,9791
MAHARASHTRA,NAGPUR RLY.,2007,4,0,2,22,878,1031
MAHARASHTRA,NAGPUR RURAL,2007,71,39,24,47,843,4436
MAHARASHTRA,NANDED,2007,83,33,40,54,514,4654
MAHARASHTRA,NANDURBAR,2007,32,14,3,13,213,1579
MAHARASHTRA,NASIK COMMR.,2007,33,7,21,50,1018,3115
MAHARASHTRA,NASIK RURAL,2007,80,44,29,35,559,4899
MAHARASHTRA,NAVI MUMBAI,2007,45,17,16,118,1704,4705
MAHARASHTRA,OSMANABAD,2007,44,29,23,43,447,3206
MAHARASHTRA,PARBHANI,2007,47,22,14,53,290,2743
MAHARASHTRA,PUNE COMMR.,2007,126,66,122,232,4653,12818
MAHARASHTRA,PUNE RLY.,2007,6,0,1,7,316,392
MAHARASHTRA,PUNE RURAL,2007,130,59,41,73,1078,6244
MAHARASHTRA,RAIGAD,2007,37,29,13,25,426,2391
MAHARASHTRA,RATNAGIRI,2007,19,17,9,10,274,1600
MAHARASHTRA,SANGLI,2007,74,28,18,23,518,2651
MAHARASHTRA,SATARA,2007,75,43,38,73,966,4335
MAHARASHTRA,SINDHUDURG,2007,17,9,4,6,132,782
MAHARASHTRA,SOLAPUR COMMR.,2007,22,12,16,34,319,1564
MAHARASHTRA,SOLAPUR RURAL,2007,77,46,35,65,655,4220
MAHARASHTRA,THANE COMMR.,2007,120,78,110,146,2479,8911
MAHARASHTRA,THANE RURAL,2007,128,67,46,92,853,5267
MAHARASHTRA,WARDHA,2007,49,31,26,37,654,4026
MAHARASHTRA,WASHIM,2007,22,14,19,22,395,2155
MAHARASHTRA,YAVATMAL,2007,70,49,32,66,994,4949
MAHARASHTRA,TOTAL,2007,2693,1451,1312,2770,47681,195707
MANIPUR,BISHNUPUR,2007,31,4,9,0,38,367
MANIPUR,CHANDEL,2007,16,0,2,0,7,88
MANIPUR,CHURACHANDPUR,2007,28,1,6,0,46,157
MANIPUR,IMPHAL EAST,2007,41,1,28,1,70,608
MANIPUR,IMPHAL WEST,2007,61,7,64,3,228,1238
MANIPUR,SENAPATI,2007,17,1,8,5,12,145
MANIPUR,TAMENGLONG,2007,3,0,2,0,5,38
MANIPUR,THOUBAL,2007,39,6,27,1,40,544
MANIPUR,UKHRUL,2007,4,0,4,1,8,74
MANIPUR,TOTAL,2007,240,20,150,11,454,3259
MEGHALAYA,GARO HILLS EAST,2007,9,4,6,0,32,159
MEGHALAYA,GARO HILLS SOUTH,2007,2,1,2,4,12,53
MEGHALAYA,GARO HILLS WEST,2007,13,4,16,6,57,267
MEGHALAYA,JAINTIA HILLS,2007,43,26,3,7,56,314
MEGHALAYA,KHASI HILLS EAST,2007,21,32,22,30,270,979
MEGHALAYA,KHASI HILLS WEST,2007,16,8,2,3,20,127
MEGHALAYA,RI-BHOI,2007,10,7,1,6,53,180
MEGHALAYA,TOTAL,2007,114,82,52,56,500,2079
MIZORAM,AIZAWL,2007,18,35,3,3,464,1056
MIZORAM,CHAMPHAI,2007,5,12,0,0,65,164
MIZORAM,KOLASIB,2007,9,12,1,1,83,248
MIZORAM,LAWNGTLAI,2007,5,3,0,0,27,124
MIZORAM,LUNGLEI,2007,2,9,0,1,90,237
MIZORAM,MAMIT,2007,1,1,0,0,24,74
MIZORAM,SAIHA,2007,2,3,0,0,29,103
MIZORAM,SERCHHIP,2007,1,8,0,0,26,77
MIZORAM,TOTAL,2007,43,83,4,5,808,2083
NAGALAND,DIMAPUR,2007,30,5,7,49,209,510
NAGALAND,KIPHIRE,2007,3,0,0,0,2,19
NAGALAND,KOHIMA,2007,24,4,4,18,63,248
NAGALAND,LONGLENG,2007,1,0,1,0,0,13
NAGALAND,MOKOKCHUNG,2007,17,1,3,2,13,84
NAGALAND,MON,2007,9,0,0,2,10,57
NAGALAND,PEREN,2007,3,0,1,1,8,28
NAGALAND,PHEK,2007,5,0,0,2,8,50
NAGALAND,TUENSANG,2007,7,0,1,0,9,51
NAGALAND,WOKHA,2007,8,3,0,1,23,66
NAGALAND,ZUNHEBOTO,2007,4,0,0,0,15,54
NAGALAND,TOTAL,2007,111,13,17,75,360,1180
ODISHA,ANGUL,2007,54,38,37,61,370,2428
ODISHA,BALASORE,2007,36,55,51,40,290,2797
ODISHA,BARAGARH,2007,41,18,14,33,170,1422
ODISHA,BERHAMPUR,2007,16,4,8,27,133,1056
ODISHA,BHADRAK,2007,30,42,21,23,68,1734
ODISHA,BOLANGIR,2007,38,53,26,37,143,1870
ODISHA,BOUDH,2007,10,9,5,4,27,485
ODISHA,CUTTACK,2007,42,41,68,136,753,3919
ODISHA,DEOGARH,2007,26,13,8,16,44,655
ODISHA,DHENKANAL,2007,59,35,26,54,193,1900
ODISHA,GAJAPATI,2007,12,8,10,1,27,452
ODISHA,GANJAM,2007,66,34,27,40,149,2244
ODISHA,JAGATSINGHPUR,2007,23,18,13,34,120,1317
ODISHA,JAJPUR,2007,35,25,32,44,209,2152
ODISHA,JHARSUGUDA,2007,21,11,16,28,251,1426
ODISHA,KALAHANDI,2007,30,30,23,24,93,1302
ODISHA,KANDHAMAL,2007,25,32,14,24,40,952
ODISHA,KENDRAPARA,2007,40,30,31,40,93,1465
ODISHA,KEONJHAR,2007,81,41,35,54,231,1891
