STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,ROBBERY,THEFT,TOTAL IPC CRIMES
GUJARAT,PALANPUR,2003,38,20,42,44,331,3788
GUJARAT,PANCHMAHAL,2003,45,11,31,25,337,2192
GUJARAT,PATAN,2003,17,2,15,9,232,2357
GUJARAT,PORBANDAR,2003,8,1,7,2,78,958
GUJARAT,RAJKOT COMMR.,2003,37,5,34,51,1525,4802
GUJARAT,RAJKOT RURAL,2003,38,14,48,34,457,4319
GUJARAT,SURAT COMMR.,2003,75,25,62,57,1749,4401
GUJARAT,SURAT RURAL,2003,52,11,16,14,203,2156
GUJARAT,SURENDRANAGAR,2003,25,16,32,19,288,3051
GUJARAT,VADODARA COMMR.,2003,38,8,36,44,1385,5712
GUJARAT,VADODARA RURAL,2003,74,14,52,23,258,3215
GUJARAT,VALSAD,2003,31,5,13,27,369,2481
GUJARAT,W.RLY,2003,9,2,4,89,1178,1553
GUJARAT,TOTAL,2003,1114,236,1044,1267,19304,103709
HARYANA,AMBALA,2003,26,10,26,14,208,1898
HARYANA,BHIWANI,2003,47,15,17,29,190,1994
HARYANA,FARIDABAD,2003,57,36,70,20,701,7110
HARYANA,FATEHABAD,2003,18,7,15,6,88,938
HARYANA,GRP,2003,19,1,0,2,149,729
HARYANA,GURGAON,2003,62,32,44,40,817,3683
HARYANA,HISSAR,2003,50,16,27,14,360,2355
HARYANA,JHAJJAR,2003,39,9,8,13,135,1272
HARYANA,JIND,2003,33,17,11,3,127,1084
HARYANA,KAITHAL,2003,18,15,4,10,188,1206
HARYANA,KARNAL,2003,41,27,22,18,380,2215
HARYANA,KURUKSHETRA,2003,30,23,11,15,361,1804
HARYANA,MAHENDRAGARH,2003,16,10,11,3,108,1235
HARYANA,PANCHKULA,2003,11,12,15,8,199,1419
HARYANA,PANIPAT,2003,47,38,16,23,409,1863
HARYANA,REWARI,2003,16,11,11,9,165,1417
HARYANA,ROHTAK,2003,50,25,21,20,339,1764
HARYANA,SIRSA,2003,38,22,18,11,209,1515
HARYANA,SONIPAT,2003,62,15,26,13,271,1828
HARYANA,YAMUNANAGAR,2003,22,12,15,10,187,1283
HARYANA,TOTAL,2003,702,353,388,281,5591,38612
HIMACHAL PRADESH,BILASPUR,2003,8,13,12,2,51,1098
HIMACHAL PRADESH,CHAMBA,2003,6,10,14,0,34,585
HIMACHAL PRADESH,G.R.P.,2003,0,0,0,0,0,1
HIMACHAL PRADESH,HAMIRPUR,2003,4,6,8,0,25,868
HIMACHAL PRADESH,KANGRA,2003,38,8,7,2,70,2015
HIMACHAL PRADESH,KINNAUR,2003,3,6,4,0,16,156
HIMACHAL PRADESH,KULLU,2003,14,16,8,3,29,747
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0,2,0,0,1,59
HIMACHAL PRADESH,MANDI,2003,10,23,7,0,63,1744
HIMACHAL PRADESH,SHIMLA,2003,18,21,21,3,152,1963
HIMACHAL PRADESH,SIRMAUR,2003,6,8,15,2,38,663
HIMACHAL PRADESH,SOLAN,2003,13,11,10,1,88,1332
HIMACHAL PRADESH,UNA,2003,5,2,7,6,60,780
HIMACHAL PRADESH,TOTAL,2003,125,126,113,19,627,12011
JAMMU & KASHMIR,ANANTNAG,2003,77,9,81,19,105,1347
JAMMU & KASHMIR,AWANTIPORA,2003,8,2,13,6,23,356
JAMMU & KASHMIR,BARAMULLA,2003,95,18,90,9,208,1815
JAMMU & KASHMIR,BORDER,2003,8,9,8,1,32,768
JAMMU & KASHMIR,BUDGAM,2003,48,11,46,1,119,921
JAMMU & KASHMIR,CRIME JAMMU,2003,1,0,0,0,0,36
JAMMU & KASHMIR,CRIME SRINAGAR,2003,1,0,0,0,0,81
JAMMU & KASHMIR,DODA,2003,87,6,19,7,23,761
JAMMU & KASHMIR,GANDERBAL,2003,15,8,45,2,53,588
JAMMU & KASHMIR,HANDWARA,2003,39,2,22,9,29,426
JAMMU & KASHMIR,JAMMU,2003,34,20,57,10,363,3370
JAMMU & KASHMIR,KARGIL,2003,0,1,6,0,4,83
JAMMU & KASHMIR,KATHUA,2003,16,13,20,2,46,1046
JAMMU & KASHMIR,KULGAM,2003,43,5,50,11,29,563
JAMMU & KASHMIR,KUPWARA,2003,38,5,35,1,42,713
JAMMU & KASHMIR,LEH,2003,0,3,1,0,3,142
JAMMU & KASHMIR,POONCH,2003,111,12,12,0,61,727
JAMMU & KASHMIR,PULWAMA,2003,70,10,48,22,124,956
JAMMU & KASHMIR,RAILWAYS,2003,0,1,0,0,14,25
JAMMU & KASHMIR,RAJOURI,2003,86,28,19,1,46,1303
JAMMU & KASHMIR,RAMBAN,2003,53,10,10,0,16,609
JAMMU & KASHMIR,REASI,2003,33,8,6,0,10,275
JAMMU & KASHMIR,SRINAGAR,2003,56,23,114,51,513,3109
JAMMU & KASHMIR,UDHAMPUR,2003,10,7,10,2,86,1213
JAMMU & KASHMIR,TOTAL,2003,929,211,712,154,1949,21233
JHARKHAND,BOKARO,2003,58,48,40,64,425,2154
JHARKHAND,CHAIBASA,2003,129,38,21,17,98,735
JHARKHAND,CHATRA,2003,35,14,7,23,80,1038
JHARKHAND,DEOGHAR,2003,55,53,8,31,107,1582
JHARKHAND,DHANBAD,2003,92,43,55,50,573,3227
JHARKHAND,DHANBAD RLY.,2003,9,0,4,33,120,363
JHARKHAND,DUMKA,2003,57,49,19,9,76,967
JHARKHAND,GARHWA,2003,32,23,18,26,67,985
JHARKHAND,GIRIDIH,2003,65,35,31,50,236,2386
JHARKHAND,GODDA,2003,31,76,25,15,129,2195
JHARKHAND,GUMLA,2003,131,31,14,33,56,769
JHARKHAND,HAZARIBAGH,2003,81,40,36,102,406,2839
JHARKHAND,JAMSHEDPUR,2003,49,28,37,36,436,2138
JHARKHAND,JAMSHEDPUR RLY.,2003,6,2,2,11,84,235
JHARKHAND,JAMTARA,2003,17,35,12,7,42,476
JHARKHAND,KODERMA,2003,30,0,0,24,35,751
JHARKHAND,LATEHAR,2003,43,10,1,22,42,519
JHARKHAND,LOHARDAGGA,2003,44,15,7,23,28,448
JHARKHAND,PAKUR,2003,27,31,12,13,45,526
JHARKHAND,PALAMU,2003,70,13,14,31,67,1603
JHARKHAND,RANCHI,2003,250,55,70,183,740,4277
JHARKHAND,SAHEBGANJ,2003,61,23,16,12,69,642
JHARKHAND,SARAIKELA,2003,60,31,26,32,162,973
JHARKHAND,SIMDEGA,2003,50,19,12,17,32,375
JHARKHAND,TOTAL,2003,1482,712,487,864,4155,32203
KARNATAKA,BAGALKOT,2003,50,12,16,7,112,1951
KARNATAKA,BANGALORE COMMR.,2003,216,34,132,311,7123,29260
KARNATAKA,BANGALORE RURAL,2003,128,27,34,49,864,7409
KARNATAKA,BELGAUM,2003,107,11,28,41,298,4494
KARNATAKA,BELLARY,2003,48,14,12,16,265,3302
KARNATAKA,BIDAR,2003,37,6,22,43,226,4069
KARNATAKA,BIJAPUR,2003,55,9,18,15,115,4283
KARNATAKA,CHAMARAJNAGAR,2003,25,3,2,4,121,1171
KARNATAKA,CHICKMAGALUR,2003,28,12,14,13,308,3013
KARNATAKA,CHITRADURGA,2003,42,19,15,10,185,3276
KARNATAKA,DAKSHIN KANNADA,2003,35,3,10,7,220,3521
KARNATAKA,DAVANAGERE,2003,28,16,14,35,329,2988
KARNATAKA,DHARWAD COMMR.,2003,23,3,11,16,288,1793
KARNATAKA,DHARWAD RURAL,2003,28,5,0,6,60,903
KARNATAKA,GADAG,2003,16,1,4,1,62,842
KARNATAKA,GULBARGA,2003,88,14,29,33,190,4278
KARNATAKA,HASSAN,2003,53,16,20,39,348,4196
KARNATAKA,HAVERI,2003,25,3,8,4,113,1827
KARNATAKA,K.G.F.,2003,12,5,4,11,123,920
KARNATAKA,KODAGU,2003,32,11,6,6,69,1282
KARNATAKA,KOLAR,2003,65,14,32,22,357,3213
KARNATAKA,KOPPAL,2003,24,12,5,13,68,1135
KARNATAKA,MANDYA,2003,57,13,8,22,305,3755
KARNATAKA,MYSORE COMMR.,2003,26,8,9,49,324,1819
KARNATAKA,MYSORE RURAL,2003,40,4,5,16,191,2374
KARNATAKA,RAICHUR,2003,37,12,16,8,124,2334
KARNATAKA,RAILWAYS,2003,13,0,2,9,538,812
KARNATAKA,SHIMOGA,2003,51,15,21,21,266,3706
KARNATAKA,TUMKUR,2003,79,14,24,19,396,4003
KARNATAKA,UDUPI,2003,15,5,9,9,107,2170
KARNATAKA,UTTAR KANNADA,2003,23,0,1,6,85,2306
KARNATAKA,TOTAL,2003,1506,321,531,861,14180,112405
KERALA,ALAPUZHA,2003,23,10,12,38,170,6975
KERALA,CBCID,2003,18,1,4,2,10,232
KERALA,ERNAKULAM COMMR.,2003,21,11,11,66,486,6829
KERALA,ERNAKULAM RURAL,2003,25,22,12,28,323,8080
KERALA,IDUKKI,2003,28,14,0,16,167,4252
KERALA,KANNUR,2003,12,13,4,13,164,4273
KERALA,KASARGOD,2003,24,15,9,16,169,2843
KERALA,KOLLAM,2003,36,53,24,28,329,9380
KERALA,KOTTAYAM,2003,19,25,15,45,327,6684
KERALA,KOZHIKODE COMMR.,2003,14,10,7,23,335,4717
KERALA,KOZHIKODE RURAL,2003,8,24,6,6,154,3982
KERALA,MALAPPURAM,2003,18,42,11,9,265,5909
KERALA,PALAKKAD,2003,52,47,12,35,262,5465
KERALA,PATHANAMTHITTA,2003,27,13,0,25,144,4206
KERALA,RAILWAYS,2003,3,0,0,4,157,240
KERALA,THRISSUR,2003,39,29,20,89,488,9797
KERALA,TRIVANDRUM COMMR.,2003,10,17,14,113,442,5189
KERALA,TRIVANDRUM RURAL,2003,37,28,28,64,309,7544
KERALA,WAYANADU,2003,21,20,0,14,190,2227
KERALA,TOTAL,2003,435,394,189,634,4891,98824
MADHYA PRADESH,ANUPPUR,2003,10,10,1,3,46,633
MADHYA PRADESH,ASHOK NAGAR,2003,24,33,5,11,101,2195
MADHYA PRADESH,BALAGHAT,2003,55,61,7,12,164,2895
MADHYA PRADESH,BARWANI,2003,45,38,9,15,121,2252
MADHYA PRADESH,BETUL,2003,65,137,24,11,190,3313
MADHYA PRADESH,BHIND,2003,61,25,28,40,250,3647
MADHYA PRADESH,BHOPAL,2003,54,93,55,97,1640,14689
MADHYA PRADESH,BHOPAL RLY.,2003,5,3,1,25,1086,1504
MADHYA PRADESH,BURHANPUR,2003,6,7,0,2,37,456
MADHYA PRADESH,CHHATARPUR,2003,55,56,11,32,135,3042
MADHYA PRADESH,CHHINDWARA,2003,45,82,14,9,181,3539
MADHYA PRADESH,DAMOH,2003,47,49,18,19,114,2676
MADHYA PRADESH,DATIYA,2003,55,30,13,31,132,1987
MADHYA PRADESH,DEWAS,2003,57,88,34,67,999,8478
MADHYA PRADESH,DHAR,2003,87,82,27,46,515,4938
MADHYA PRADESH,DINDORI,2003,14,37,2,5,44,1035
MADHYA PRADESH,GUNA,2003,37,83,8,21,254,3578
MADHYA PRADESH,GWALIOR,2003,91,72,81,112,967,7833
MADHYA PRADESH,HARDA,2003,13,25,1,14,83,828
MADHYA PRADESH,HOSHANGABAD,2003,49,70,10,48,357,3361
MADHYA PRADESH,INDORE,2003,93,77,61,162,2856,15998
MADHYA PRADESH,INDORE RLY.,2003,4,0,0,4,111,202
MADHYA PRADESH,JABALPUR,2003,92,103,45,96,1151,10004
MADHYA PRADESH,JABALPUR RLY.,2003,1,0,3,16,223,397
MADHYA PRADESH,JHABUA,2003,119,36,37,18,214,3371
MADHYA PRADESH,KATNI,2003,35,37,6,27,225,2557
MADHYA PRADESH,KHANDWA,2003,31,53,20,9,222,2791
MADHYA PRADESH,KHARGON,2003,37,50,13,18,646,4161
MADHYA PRADESH,MANDLA,2003,37,39,2,5,113,2147
MADHYA PRADESH,MANDSAUR,2003,30,45,12,33,413,2758
MADHYA PRADESH,MORENA,2003,57,40,32,42,458,4487
MADHYA PRADESH,NARSINGHPUR,2003,44,40,3,19,127,2146
MADHYA PRADESH,NEEMUCH,2003,13,31,9,18,313,2116
MADHYA PRADESH,PANNA,2003,36,32,7,15,122,1632
MADHYA PRADESH,RAISEN,2003,35,75,8,16,208,3376
MADHYA PRADESH,RAJGARH,2003,31,88,9,35,328,4066
MADHYA PRADESH,RATLAM,2003,45,62,14,18,443,3447
MADHYA PRADESH,REWA,2003,57,41,36,59,393,4450
MADHYA PRADESH,SAGAR,2003,59,121,30,32,521,6856
MADHYA PRADESH,SATNA,2003,61,59,18,38,362,4537
MADHYA PRADESH,SEONI,2003,27,54,1,13,93,1895
MADHYA PRADESH,SHAHDOL,2003,60,68,12,31,301,4165
MADHYA PRADESH,SHAJAPUR,2003,31,71,13,43,535,3718
MADHYA PRADESH,SHEOPUR,2003,15,19,4,7,96,1254
MADHYA PRADESH,SHIVPURI,2003,60,69,47,21,210,3473
MADHYA PRADESH,SIDHI,2003,44,38,26,16,303,3717
MADHYA PRADESH,SIHORE,2003,32,86,6,24,336,3212
MADHYA PRADESH,TIKAMGARH,2003,40,50,15,14,154,2678
MADHYA PRADESH,UJJAIN,2003,58,59,40,73,1174,7634
MADHYA PRADESH,UMARIYA,2003,27,20,0,16,69,1244
MADHYA PRADESH,VIDISHA,2003,41,94,9,20,286,3710
MADHYA PRADESH,TOTAL,2003,2227,2738,887,1578,20422,191078
MAHARASHTRA,AHMEDNAGAR,2003,101,44,27,102,786,4251
MAHARASHTRA,AKOLA,2003,48,29,29,45,727,3900
MAHARASHTRA,AMRAVATI COMMR.,2003,31,26,15,35,948,2986
MAHARASHTRA,AMRAVATI RURAL,2003,53,47,17,31,902,3763
MAHARASHTRA,AURANGABAD COMMR.,2003,28,8,19,49,506,2286
MAHARASHTRA,AURANGABAD RURAL,2003,60,14,4,47,281,2675
MAHARASHTRA,BEED,2003,72,25,17,73,599,3887
MAHARASHTRA,BHANDARA,2003,30,41,7,12,361,2313
MAHARASHTRA,BULDHANA,2003,53,39,17,40,723,3821
MAHARASHTRA,CHANDRAPUR,2003,41,36,13,29,574,3033
MAHARASHTRA,DHULE,2003,32,7,5,3,219,1754
MAHARASHTRA,GADCHIROLI,2003,58,30,17,7,131,1501
MAHARASHTRA,GONDIA,2003,41,25,12,9,300,1875
MAHARASHTRA,HINGOLI,2003,28,14,7,44,142,1735
MAHARASHTRA,JALGAON,2003,82,38,20,28,475,3927
MAHARASHTRA,JALNA,2003,53,8,15,43,309,2430
MAHARASHTRA,KOLHAPUR,2003,66,15,18,24,508,3358
MAHARASHTRA,LATUR,2003,56,21,15,34,291,3074
MAHARASHTRA,MUMBAI,2003,242,133,150,239,9793,25686
MAHARASHTRA,MUMBAI RLY.,2003,9,4,2,32,1589,1841
MAHARASHTRA,NAGPUR COMMR.,2003,104,26,36,172,2022,7357
MAHARASHTRA,NAGPUR RLY.,2003,8,1,2,12,940,1169
MAHARASHTRA,NAGPUR RURAL,2003,73,52,23,63,860,4644
MAHARASHTRA,NANDED,2003,71,33,24,74,518,5829
MAHARASHTRA,NANDURBAR,2003,43,10,10,11,134,1283
MAHARASHTRA,NASIK COMMR.,2003,27,11,14,31,705,2542
MAHARASHTRA,NASIK RURAL,2003,110,54,20,51,447,4384
MAHARASHTRA,NAVI MUMBAI,2003,50,16,17,49,782,2861
MAHARASHTRA,OSMANABAD,2003,38,12,7,17,329,2507
MAHARASHTRA,PARBHANI,2003,52,13,12,56,205,2350
MAHARASHTRA,PUNE COMMR.,2003,110,40,46,97,2740,8813
MAHARASHTRA,PUNE RLY.,2003,0,3,0,4,192,261
MAHARASHTRA,PUNE RURAL,2003,127,29,26,58,661,4479
MAHARASHTRA,RAIGAD,2003,50,25,19,26,274,2179
MAHARASHTRA,RATNAGIRI,2003,20,16,5,5,178,1272
MAHARASHTRA,SANGLI,2003,78,47,24,19,498,2713
MAHARASHTRA,SATARA,2003,61,17,14,34,506,3164
MAHARASHTRA,SINDHUDURG,2003,14,8,8,8,93,810
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15,15,45,351,1682
MAHARASHTRA,SOLAPUR RURAL,2003,112,44,22,34,367,3230
MAHARASHTRA,THANE COMMR.,2003,111,51,58,148,1872,6708
MAHARASHTRA,THANE RURAL,2003,149,51,32,85,537,4008
MAHARASHTRA,WARDHA,2003,48,25,15,27,655,3783
MAHARASHTRA,WASHIM,2003,27,15,13,21,323,1959
MAHARASHTRA,YAVATMAL,2003,83,50,38,23,745,4223
MAHARASHTRA,TOTAL,2003,2772,1268,926,2096,37098,164306
MANIPUR,BISHNUPUR,2003,22,2,10,0,11,274
MANIPUR,CHANDEL,2003,17,0,3,1,5,83
MANIPUR,CHURACHANDPUR,2003,14,0,4,0,16,97
MANIPUR,IMPHAL(EAST),2003,25,3,18,1,44,458
MANIPUR,IMPHAL(WEST),2003,28,5,41,1,131,941
MANIPUR,SENAPATI,2003,17,0,7,1,3,132
MANIPUR,TAMENGLONG,2003,3,0,0,0,5,24
MANIPUR,THOUBAL,2003,22,8,34,1,33,488
MANIPUR,UKHRUL,2003,2,0,3,1,4,40
MANIPUR,TOTAL,2003,150,18,120,6,252,2537
MEGHALAYA,GARO HILLS EAST,2003,14,1,7,6,20,132
MEGHALAYA,GARO HILLS SOUTH,2003,7,3,3,1,7,46
MEGHALAYA,GARO HILLS WEST,2003,24,6,18,17,24,200
MEGHALAYA,JAINTIA HILLS,2003,52,11,0,4,41,264
MEGHALAYA,KHASI HILLS EAST,2003,45,10,14,84,211,770
MEGHALAYA,KHASI HILLS WEST,2003,17,6,2,9,18,91
MEGHALAYA,RI-BHOI,2003,16,3,5,12,39,166
MEGHALAYA,TOTAL,2003,175,40,49,133,360,1669
MIZORAM,AIZAWL,2003,14,24,4,14,709,1871
MIZORAM,CHAMPHAI,2003,6,10,1,2,67,221
MIZORAM,KOLASIB,2003,5,5,2,3,77,253
MIZORAM,LAWNGTLAI,2003,6,1,0,0,50,144
MIZORAM,LUNGLEI,2003,6,6,0,2,205,355
MIZORAM,MAMIT,2003,2,1,0,0,34,93
MIZORAM,SAIHA,2003,6,4,1,0,101,360
MIZORAM,SERCHHIP,2003,1,3,0,0,60,159
MIZORAM,TOTAL,2003,46,54,8,21,1303,3456
NAGALAND,DIMAPUR,2003,15,2,12,54,74,238
NAGALAND,KIPHIRE,2003,1,1,1,0,2,16
NAGALAND,KOHIMA,2003,28,5,2,16,53,245
NAGALAND,MOKOKCHUNG,2003,8,1,10,3,9,103
NAGALAND,MON,2003,7,2,1,4,21,84
NAGALAND,PEREN,2003,4,1,4,2,5,27
NAGALAND,PHEK,2003,8,2,6,5,3,65
NAGALAND,TUENSANG,2003,9,0,0,3,11,56
NAGALAND,WOKHA,2003,5,0,2,3,40,85
NAGALAND,ZUNHEBOTO,2003,6,0,0,2,3,57
NAGALAND,TOTAL,2003,91,14,38,92,221,976
ODISHA,ANGUL,2003,42,20,9,27,167,1614
ODISHA,BALASORE,2003,45,49,40,51,186,2545
ODISHA,BARAGARH,2003,27,30,4,19,124,1372
ODISHA,BERHAMPUR,2003,13,12,6,47,120,1097
ODISHA,BHADRAK,2003,17,25,21,21,82,1410
ODISHA,BOLANGIR,2003,24,25,4,26,123,1648
ODISHA,BOUDH,2003,14,11,6,9,40,405
ODISHA,CUTTACK,2003,47,32,32,113,576,3985
ODISHA,DEOGARH,2003,12,5,11,7,26,502
ODISHA,DHENKANAL,2003,34,9,9,15,65,1187
ODISHA,GAJAPATI,2003,9,4,5,3,25,368
ODISHA,GANJAM,2003,54,17,9,33,157,2026
ODISHA,JAGATSINGHPUR,2003,22,13,23,24,139,1302
ODISHA,JAJPUR,2003,23,17,22,19,173,1630
ODISHA,JHARSUGUDA,2003,22,15,8,15,81,962
ODISHA,KALAHANDI,2003,14,18,9,24,82,780
ODISHA,KANDHAMAL,2003,25,35,24,7,78,945
ODISHA,KENDRAPARA,2003,26,10,16,8,83,930
ODISHA,KEONJHAR,2003,76,37,25,25,157,1973
ODISHA,KHURDA,2003,65,57,47,151,1016,5271
ODISHA,KORAPUT,2003,41,38,23,24,162,1534
ODISHA,MALKANGIR,2003,31,17,5,4,47,440
ODISHA,MAYURBHANJ,2003,79,70,28,29,173,2213
ODISHA,NAYAGARH,2003,28,15,18,18,93,903
ODISHA,NOWRANGPUR,2003,17,26,16,9,67,708
ODISHA,NUAPADA,2003,10,6,4,8,41,562
ODISHA,PURI,2003,49,39,19,41,211,2442
ODISHA,RAYAGADA,2003,27,14,5,9,67,881
ODISHA,ROURKELA,2003,23,10,4,18,181,1178
ODISHA,SAMBALPUR,2003,29,22,10,36,220,1775
ODISHA,SONEPUR,2003,9,4,2,2,45,466
ODISHA,SRP(CUTTACK),2003,3,1,3,10,335,509
ODISHA,SRP(ROURKELA),2003,4,1,1,7,86,211
ODISHA,SUNDARGARH,2003,83,21,9,16,131,1507
ODISHA,TOTAL,2003,1044,725,477,875,5359,47281
PUNJAB,AMRITSAR,2003,49,11,38,16,161,1422
PUNJAB,BARNALA,2003,16,15,12,3,48,623
PUNJAB,BATALA,2003,34,13,12,1,60,715
PUNJAB,BHATINDA,2003,51,15,16,0,147,1330
PUNJAB,FARIDKOT,2003,12,10,7,2,55,561
PUNJAB,FATEHGARH SAHIB,2003,11,9,8,3,30,482
PUNJAB,FEROZEPUR,2003,51,30,20,5,250,1909
PUNJAB,G.R.P,2003,10,1,1,2,26,377
PUNJAB,GURDASPUR,2003,23,15,5,3,30,669
PUNJAB,HOSHIARPUR,2003,38,30,27,7,107,1205
PUNJAB,JAGRAON,2003,23,12,10,4,45,597
PUNJAB,JALANDHAR,2003,55,33,64,9,380,3019
PUNJAB,KAPURTHALA,2003,22,11,11,4,64,887
PUNJAB,KHANNA,2003,18,7,10,2,52,612
PUNJAB,LUDHIANA,2003,64,38,85,13,756,4663
PUNJAB,MAJITHA,2003,42,12,12,0,57,769
PUNJAB,MANSA,2003,17,11,7,3,53,546
PUNJAB,MOGA,2003,27,9,14,7,102,832
PUNJAB,MUKTSAR,2003,15,9,6,3,37,506
PUNJAB,NAWAN SHAHR,2003,15,14,15,4,85,737
PUNJAB,PATIALA,2003,49,33,36,5,325,2949
PUNJAB,ROPAR,2003,24,10,19,2,122,1420
PUNJAB,SANGRUR,2003,33,19,18,8,154,1328
PUNJAB,TARN TARAN,2003,32,13,11,2,52,598
PUNJAB,TOTAL,2003,731,380,464,108,3198,28756
RAJASTHAN,AJMER,2003,47,36,100,48,736,6360
RAJASTHAN,ALWAR,2003,80,50,81,40,1121,7118
RAJASTHAN,BANSWARA,2003,35,53,54,12,128,3171
RAJASTHAN,BARAN,2003,25,50,66,18,398,3486
RAJASTHAN,BARMER,2003,16,16,26,12,196,2424
RAJASTHAN,BHARATPUR,2003,91,41,105,40,841,7191
RAJASTHAN,BHILWARA,2003,24,42,148,48,815,5890
RAJASTHAN,BIKANER,2003,50,27,41,12,352,3512
RAJASTHAN,BUNDI,2003,28,42,69,21,364,3648
RAJASTHAN,CHITTORGARH,2003,50,78,191,39,657,6574
RAJASTHAN,CHURU,2003,29,22,29,1,243,2866
RAJASTHAN,DAUSA,2003,33,17,40,5,411,3482
RAJASTHAN,DHOLPUR,2003,40,20,32,17,226,2530
RAJASTHAN,DUNGARPUR,2003,30,15,29,9,55,1885
RAJASTHAN,G.R.P.,2003,5,0,3,8,536,858
RAJASTHAN,GANGANAGAR,2003,59,75,51,11,389,5236
RAJASTHAN,HANUMANGARH,2003,59,56,32,15,377,3818
RAJASTHAN,JAIPUR,2003,92,57,226,51,3161,18758
RAJASTHAN,JAISALMER,2003,3,3,10,3,120,696
RAJASTHAN,JALORE,2003,22,6,36,8,147,2404
RAJASTHAN,JHALAWAR,2003,32,50,69,31,325,3262
RAJASTHAN,JHUNJHUNU,2003,41,27,47,6,269,3607
RAJASTHAN,JODHPUR,2003,39,34,96,25,1011,6824
RAJASTHAN,KARAULI,2003,28,34,76,10,267,3217
RAJASTHAN,KOTA,2003,35,35,134,41,987,6030
RAJASTHAN,NAGAUR,2003,45,32,40,10,399,4476
RAJASTHAN,PALI,2003,38,27,80,29,318,4969
RAJASTHAN,RAJSAMAND,2003,21,12,58,8,166,2639
RAJASTHAN,SAWAI MADHOPUR,2003,24,21,42,12,303,3098
RAJASTHAN,SIKAR,2003,33,15,41,4,276,3552
RAJASTHAN,SIROHI,2003,27,11,35,10,140,2055
RAJASTHAN,TONK,2003,20,11,60,13,291,3837
RAJASTHAN,UDAIPUR,2003,61,35,91,38,431,6106
RAJASTHAN,TOTAL,2003,1262,1050,2238,655,16456,145579
SIKKIM,EAST,2003,7,5,0,3,41,280
SIKKIM,NORTH,2003,1,2,0,0,2,14
SIKKIM,SOUTH,2003,3,1,0,0,19,91
SIKKIM,WEST,2003,3,2,0,0,3,58
SIKKIM,TOTAL,2003,14,10,0,3,65,443
TAMIL NADU,CHENGAI,2003,84,17,39,25,1170,11079
TAMIL NADU,CHENNAI,2003,71,38,34,74,3779,8580
TAMIL NADU,CHENNAI RLY.,2003,0,0,0,15,199,574
TAMIL NADU,COIMBATORE RURAL,2003,72,16,19,35,1146,9257
TAMIL NADU,COIMBATORE URBAN,2003,22,4,6,29,993,3187
TAMIL NADU,CUDDALORE,2003,62,19,21,19,494,6098
TAMIL NADU,DHARMAPURI,2003,90,23,41,19,332,6099
TAMIL NADU,DINDIGUL,2003,62,18,23,22,467,5020
TAMIL NADU,ERODE,2003,53,11,46,23,676,6052
TAMIL NADU,KANCHIPURAM,2003,48,31,16,3,471,5087
TAMIL NADU,KANYAKUMARI,2003,38,11,9,7,232,3502
TAMIL NADU,KARUR,2003,26,3,13,3,296,2414
TAMIL NADU,MADURAI RURAL,2003,48,22,31,50,383,4110
TAMIL NADU,MADURAI URBAN,2003,27,7,24,12,468,3253
TAMIL NADU,NAGAPATTINAM,2003,41,5,24,5,259,3636
TAMIL NADU,NAMAKKAL,2003,31,7,22,8,257,3558
TAMIL NADU,NILGIRIS,2003,18,9,3,3,144,1599
TAMIL NADU,PERAMBALUR,2003,31,13,36,1,204,2438
TAMIL NADU,PUDUKOTTAI,2003,32,8,21,7,185,3262
TAMIL NADU,RAMNATHAPURAM,2003,26,10,15,5,217,2959
TAMIL NADU,SALEM RURAL,2003,78,35,69,14,357,6310
TAMIL NADU,SALEM URBAN,2003,15,11,9,2,337,2070
TAMIL NADU,SIVAGANGAI,2003,24,4,25,3,231,2721
TAMIL NADU,THANJAVUR,2003,60,14,53,8,452,3985
TAMIL NADU,THENI,2003,35,6,7,14,246,3054
TAMIL NADU,THIRUNELVELI RURAL,2003,54,43,30,10,439,6367
TAMIL NADU,THIRUNELVELI URBAN,2003,12,4,10,9,124,1065
TAMIL NADU,THIRUVALLUR,2003,25,14,23,8,279,3184
TAMIL NADU,THIRUVANNAMALAI,2003,38,25,26,10,358,3949
TAMIL NADU,THIRUVARUR,2003,14,9,11,5,242,2776
TAMIL NADU,THOOTHUGUDI,2003,76,21,35,20,550,5353
TAMIL NADU,TRICHY RLY.,2003,0,0,0,0,47,177
TAMIL NADU,TRICHY RURAL,2003,44,7,9,9,229,3037
TAMIL NADU,TRICHY URBAN,2003,17,6,14,5,449,2470
TAMIL NADU,VELLORE,2003,87,20,42,5,591,7354
TAMIL NADU,VILLUPURAM,2003,77,39,52,14,412,6735
TAMIL NADU,VIRUDHUNAGAR,2003,53,27,21,13,498,4815
TAMIL NADU,TOTAL,2003,1591,557,879,514,18213,157186
TRIPURA,DHALAI,2003,40,5,36,14,13,530
TRIPURA,NORTH,2003,40,36,35,27,54,719
TRIPURA,SOUTH,2003,38,37,18,12,53,897
TRIPURA,WEST,2003,136,36,57,16,156,1368
TRIPURA,TOTAL,2003,254,114,146,69,276,3514
UTTAR PRADESH,AGRA,2003,126,27,99,60,724,3438
UTTAR PRADESH,ALIGARH,2003,156,24,92,83,454,2325
